mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__sublinear_tf,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_df,param_clf__penalty,param_clf__dual,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
33.26870250701904,3.462885758657569,1.9966609954833985,0.27501165809654354,True,"(1, 2)",5,0.7,l2,False,100.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.7, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 100}",0.7182447908860886,0.71040783880174,0.7063624588744053,0.7238083655319345,0.7338108112456121,0.7185268530679562,0.009751555663677977,52
65.33627820014954,1.060019292112247,2.649299669265747,0.153251522245547,True,"(1, 3)",5,0.5,l1,False,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 5, 'tfidf__max_df': 0.5, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 5}",0.7208850635729023,0.7362875358094544,0.7175537504563367,0.73412814436818,0.7497896378892562,0.731728826419226,0.011586642655244846,10
65.7389558315277,1.154678600237523,2.605026388168335,0.23864404893833194,True,"(1, 3)",5,0.9,l1,False,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 5, 'tfidf__max_df': 0.9, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 5}",0.7172519969677806,0.7348421884469052,0.7193776411552849,0.7333273730738272,0.7445704774661052,0.7298739354219806,0.010218450386083653,15
14.933199024200439,0.30852601297856413,1.8010007381439208,0.15977329710489752,True,"(1, 2)",5,0.5,l2,False,1.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.5, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 1}",0.7173703986243716,0.7185613671191902,0.7078260037853882,0.7212599526559382,0.7333856890865864,0.7196806822542948,0.008215168722530176,45
34.10063834190369,1.0975272871325186,2.4947957515716555,0.06029703323708676,True,"(1, 3)",10,0.9,l1,False,1.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.9, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 1}",0.7469959284582959,0.747480939542406,0.7338918707518309,0.7537167975912774,0.759834735946923,0.7483840544581466,0.008629277545675022,1
10.60595736503601,0.11602180117338283,1.6108055114746094,0.06836926464880881,True,"(1, 2)",10,0.6,l2,False,0.001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 10, 'tfidf__max_df': 0.6, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 0.001}",0.22434813384537886,0.2187431231409981,0.22299362118812702,0.22525240413439168,0.22655912786268412,0.22357928203431596,0.002683333124983018,182
85.18618359565735,1.0036404497416456,1.472834539413452,0.04192986734248812,True,"(1, 2)",25,0.8,l1,False,1000.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.8, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 1000}",0.681488352331612,0.7027666466256977,0.6879541292157155,0.6867365058232829,0.6979189559884702,0.6913729179969557,0.007791748692292017,114
17.095878839492798,0.22308233053166113,2.203467512130737,0.09253665069341709,True,"(1, 3)",100,0.6,l2,False,0.001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 100, 'tfidf__max_df': 0.6, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 0.001}",0.2312322401930122,0.22442689634229246,0.22731115666764284,0.23229070364663587,0.23363175699787314,0.2297785507694913,0.003405864413585379,173
21.50974907875061,0.3782773981016218,2.470785903930664,0.12782452672651953,True,"(1, 3)",50,0.5,l2,False,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 50, 'tfidf__max_df': 0.5, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 5}",0.6757969033844387,0.6804280810564196,0.6639153489698012,0.685496742369385,0.6940528577959821,0.6799379867152053,0.010042340703102205,126
28.24221525192261,2.3351360238332473,1.825825023651123,0.18899221194780652,True,"(1, 2)",10,0.8,l2,False,100.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 10, 'tfidf__max_df': 0.8, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 100}",0.7092299070114586,0.7043610859879108,0.6952202403099592,0.7064859107471811,0.7250240597405571,0.7080642407594133,0.00969708271717956,88
